,negative,neutral,positive,total
rocksmith,0.0,0.0,1.0,1.0
rocksteadi,0.0,0.0,1.0,1.0
rod,0.0,0.0,1.0,1.0
rode,0.0,0.0,2.0,2.0
roland,0.0,0.0,2.0,2.0
rolandroland,0.0,0.0,1.0,1.0
roll,40.0,4.0,11.0,55.0
roomi,0.0,0.0,2.0,2.0
rope,0.0,0.0,1.0,1.0
rose,0.0,0.0,3.0,3.0
rosin,0.0,0.0,2.0,2.0
roswel,0.0,0.0,1.0,1.0
rot,0.0,0.0,2.0,2.0
rotari,0.0,4.0,1.0,5.0
rotat,20.0,8.0,14.0,42.0
rough,4.0,20.0,24.0,48.0
rougher,0.0,0.0,1.0,1.0
round,4.0,4.0,34.0,42.0
rounder,0.0,0.0,2.0,2.0
rout,0.0,0.0,4.0,4.0
routin,0.0,0.0,1.0,1.0
rpu,0.0,0.0,1.0,1.0
rub,0.0,4.0,13.0,17.0
rubber,4.0,0.0,18.0,22.0
rubberi,0.0,0.0,1.0,1.0
rug,4.0,4.0,28.0,36.0
ruin,0.0,0.0,5.0,5.0
rule,0.0,0.0,1.0,1.0
rumbl,0.0,0.0,3.0,3.0
run,38.0,48.0,140.0,226.0
runaway,0.0,0.0,1.0,1.0
rush,4.0,0.0,1.0,5.0
russian,0.0,0.0,1.0,1.0
rust,4.0,0.0,11.0,15.0
rusti,0.0,0.0,4.0,4.0
rustic,0.0,0.0,1.0,1.0
rythm,0.0,0.0,1.0,1.0
sabbath,0.0,0.0,1.0,1.0
sabian,0.0,0.0,1.0,1.0
sacrif,0.0,0.0,1.0,1.0
sacrific,0.0,0.0,1.0,1.0
sad,12.0,16.0,4.0,32.0
saddl,0.0,0.0,7.0,7.0
safe,8.0,8.0,29.0,45.0
safer,0.0,0.0,3.0,3.0
safest,0.0,0.0,1.0,1.0
sag,0.0,0.0,2.0,2.0
said,139.0,60.0,136.0,335.0
salesman,0.0,0.0,1.0,1.0
sam,0.0,0.0,3.0,3.0
samashmus,0.0,0.0,1.0,1.0
same,420.0,160.0,243.0,823.0
sampl,0.0,0.0,1.0,1.0
samson,0.0,0.0,3.0,3.0
sanction,0.0,0.0,1.0,1.0
sanctuari,0.0,0.0,1.0,1.0
sand,0.0,0.0,8.0,8.0
sandi,0.0,0.0,1.0,1.0
sandpap,0.0,0.0,1.0,1.0
sandwich,0.0,0.0,3.0,3.0
sansamp,0.0,0.0,1.0,1.0
sap,0.0,0.0,1.0,1.0
sas,0.0,0.0,1.0,1.0
sat,40.0,0.0,3.0,43.0
satifi,0.0,0.0,1.0,1.0
satin,0.0,0.0,1.0,1.0
satisfactori,0.0,4.0,0.0,4.0
satisfatori,0.0,0.0,1.0,1.0
satisfi,0.0,4.0,44.0,48.0
satur,22.0,0.0,4.0,26.0
saturday,0.0,0.0,1.0,1.0
save,36.0,28.0,68.0,132.0
saver,0.0,0.0,1.0,1.0
saw,0.0,4.0,24.0,28.0
sax,0.0,0.0,3.0,3.0
say,98.0,136.0,337.0,571.0
scale,0.0,4.0,4.0,8.0
scalp,0.0,0.0,1.0,1.0
scam,0.0,0.0,1.0,1.0
scare,0.0,0.0,5.0,5.0
scari,0.0,0.0,1.0,1.0
scarlett,0.0,0.0,1.0,1.0
scaveng,0.0,0.0,1.0,1.0
scent,0.0,0.0,1.0,1.0
schaller,0.0,0.0,4.0,4.0
schecter,0.0,0.0,1.0,1.0
schedul,0.0,0.0,2.0,2.0
schemat,0.0,0.0,1.0,1.0
schlepp,0.0,0.0,1.0,1.0
school,0.0,0.0,1.0,1.0
schredd,0.0,0.0,1.0,1.0
schubb,0.0,4.0,2.0,6.0
scoff,0.0,0.0,1.0,1.0
scoop,0.0,0.0,7.0,7.0
scope,0.0,0.0,1.0,1.0
score,0.0,4.0,1.0,5.0
scotland,0.0,0.0,1.0,1.0
scour,0.0,0.0,1.0,1.0
scrape,0.0,8.0,1.0,9.0
scratch,0.0,4.0,25.0,29.0
scratchi,4.0,0.0,4.0,8.0
scratchier,0.0,0.0,1.0,1.0
scream,0.0,4.0,6.0,10.0
screamer,0.0,4.0,0.0,4.0
screen,0.0,0.0,4.0,4.0
screw,94.0,24.0,51.0,169.0
screwdiriv,0.0,0.0,1.0,1.0
screwdriv,12.0,0.0,4.0,16.0
scroug,0.0,4.0,0.0,4.0
scrub,0.0,0.0,1.0,1.0
scrunch,0.0,4.0,0.0,4.0
scuf,0.0,0.0,1.0,1.0
sculpt,0.0,0.0,3.0,3.0
seagul,8.0,0.0,13.0,21.0
seal,0.0,0.0,9.0,9.0
seam,0.0,0.0,1.0,1.0
seamless,0.0,0.0,1.0,1.0
sear,0.0,0.0,1.0,1.0
search,0.0,0.0,15.0,15.0
seasick,0.0,0.0,1.0,1.0
season,0.0,0.0,2.0,2.0
seat,0.0,8.0,6.0,14.0
second,147.0,40.0,66.0,253.0
secondari,0.0,0.0,2.0,2.0
secret,0.0,0.0,3.0,3.0
secur,24.0,16.0,72.0,112.0
see,36.0,80.0,180.0,296.0
seeabl,0.0,0.0,1.0,1.0
seek,0.0,0.0,4.0,4.0
seem,224.0,148.0,352.0,724.0
seen,21.0,20.0,54.0,95.0
seenadi,0.0,0.0,1.0,1.0
seldom,0.0,4.0,1.0,5.0
select,0.0,4.0,6.0,10.0
self,0.0,4.0,1.0,5.0
sell,4.0,28.0,30.0,62.0
semi,8.0,0.0,6.0,14.0
send,20.0,20.0,22.0,62.0
sennheis,0.0,0.0,2.0,2.0
sens,0.0,0.0,4.0,4.0
sensibl,4.0,0.0,0.0,4.0
sensit,0.0,16.0,19.0,35.0
sensori,0.0,0.0,1.0,1.0
sent,30.0,24.0,14.0,68.0
separ,36.0,20.0,25.0,81.0
serious,67.0,28.0,35.0,130.0
seriousded,0.0,0.0,1.0,1.0
serv,0.0,12.0,25.0,37.0
servic,0.0,4.0,3.0,7.0
ses,0.0,0.0,1.0,1.0
set,74.0,60.0,263.0,397.0
settl,0.0,4.0,12.0,16.0
setup,0.0,12.0,12.0,24.0
seventh,0.0,0.0,1.0,1.0
sever,24.0,40.0,146.0,210.0
sew,0.0,0.0,1.0,1.0
sewn,0.0,0.0,1.0,1.0
sexi,0.0,0.0,4.0,4.0
seymour,0.0,4.0,3.0,7.0
sg,0.0,0.0,3.0,3.0
sgs,0.0,0.0,2.0,2.0
shabbi,0.0,0.0,1.0,1.0
shade,0.0,0.0,2.0,2.0
shadowfw,0.0,0.0,1.0,1.0
shaft,0.0,0.0,2.0,2.0
shake,0.0,4.0,2.0,6.0
shaken,0.0,0.0,1.0,1.0
shakey,0.0,4.0,0.0,4.0
shaki,18.0,0.0,0.0,18.0
shaller,0.0,0.0,2.0,2.0
shallow,0.0,4.0,5.0,9.0
shame,0.0,4.0,1.0,5.0
shape,8.0,20.0,21.0,49.0
sharp,33.0,12.0,30.0,75.0
sharpen,0.0,0.0,1.0,1.0
sharper,0.0,0.0,4.0,4.0
shatter,4.0,4.0,1.0,9.0
shear,0.0,0.0,1.0,1.0
sheath,0.0,0.0,1.0,1.0
shed,0.0,0.0,2.0,2.0
sheep,0.0,0.0,1.0,1.0
sheer,0.0,0.0,1.0,1.0
shell,0.0,0.0,7.0,7.0
sherman,0.0,0.0,1.0,1.0
shi,0.0,0.0,1.0,1.0
shield,0.0,4.0,8.0,12.0
shift,0.0,4.0,5.0,9.0
shiip,0.0,0.0,1.0,1.0
shim,0.0,8.0,1.0,9.0
shimmer,0.0,0.0,1.0,1.0
shimmi,0.0,0.0,1.0,1.0
shine,0.0,0.0,16.0,16.0
shini,0.0,0.0,14.0,14.0
shinier,0.0,0.0,1.0,1.0
ship,46.0,12.0,62.0,120.0
shipment,0.0,0.0,1.0,1.0
shirt,0.0,0.0,1.0,1.0
shit,0.0,0.0,1.0,1.0
shitti,8.0,0.0,0.0,8.0
shock,25.0,4.0,10.0,39.0
shockmount,0.0,0.0,2.0,2.0
shoddi,0.0,0.0,2.0,2.0
shop,0.0,0.0,13.0,13.0
shore,0.0,0.0,4.0,4.0
short,75.0,28.0,90.0,193.0
shortcom,0.0,0.0,1.0,1.0
shorten,0.0,0.0,1.0,1.0
shorter,21.0,12.0,25.0,58.0
shortest,0.0,4.0,2.0,6.0
shot,0.0,8.0,7.0,15.0
shotgun,54.0,0.0,1.0,55.0
shoulder,0.0,0.0,2.0,2.0
shouldnt,0.0,0.0,1.0,1.0
shout,0.0,0.0,2.0,2.0
shove,0.0,0.0,3.0,3.0
show,16.0,52.0,40.0,108.0
showcas,0.0,0.0,1.0,1.0
shower,0.0,0.0,1.0,1.0
shown,0.0,0.0,6.0,6.0
shred,0.0,0.0,6.0,6.0
shrill,0.0,8.0,4.0,12.0
shrink,0.0,0.0,5.0,5.0
shrug,0.0,0.0,1.0,1.0
shrunk,0.0,0.0,1.0,1.0
shubb,0.0,0.0,4.0,4.0
shure,0.0,0.0,12.0,12.0
shut,0.0,0.0,2.0,2.0
si,4.0,0.0,0.0,4.0
sibil,0.0,0.0,1.0,1.0
sibl,0.0,0.0,1.0,1.0
sick,0.0,4.0,1.0,5.0
side,0.0,8.0,15.0,23.0
sideway,0.0,0.0,2.0,2.0
sienna,0.0,0.0,1.0,1.0
siganl,0.0,0.0,1.0,1.0
sigh,0.0,0.0,1.0,1.0
sight,0.0,0.0,2.0,2.0
sign,0.0,0.0,1.0,1.0
signal,12.0,20.0,30.0,62.0
signific,8.0,0.0,15.0,23.0
silent,0.0,0.0,5.0,5.0
silicon,0.0,0.0,1.0,1.0
siliconish,0.0,4.0,0.0,4.0
silk,0.0,0.0,1.0,1.0
silki,0.0,0.0,4.0,4.0
silli,0.0,0.0,2.0,2.0
silver,0.0,4.0,5.0,9.0
sim,0.0,0.0,1.0,1.0
similar,40.0,36.0,56.0,132.0
siml,0.0,0.0,1.0,1.0
simpl,29.0,40.0,119.0,188.0
simpler,0.0,0.0,4.0,4.0
simplest,0.0,0.0,1.0,1.0
simpli,29.0,32.0,80.0,141.0
simplifi,0.0,4.0,1.0,5.0
simul,0.0,0.0,4.0,4.0
simultan,0.0,8.0,5.0,13.0
sincer,0.0,4.0,1.0,5.0
sing,0.0,4.0,55.0,59.0
singl,12.0,32.0,82.0,126.0
sink,0.0,0.0,2.0,2.0
sinuous,0.0,0.0,1.0,1.0
sit,4.0,32.0,68.0,104.0
size,0.0,28.0,34.0,62.0
ska,18.0,0.0,0.0,18.0
skb,0.0,0.0,2.0,2.0
skeptic,0.0,0.0,10.0,10.0
sketchi,0.0,0.0,1.0,1.0
skid,0.0,0.0,1.0,1.0
skill,0.0,4.0,2.0,6.0
skim,0.0,0.0,1.0,1.0
skimp,0.0,0.0,2.0,2.0
skin,0.0,0.0,1.0,1.0
skull,0.0,0.0,1.0,1.0
sl,0.0,0.0,1.0,1.0
slam,0.0,4.0,2.0,6.0
slant,0.0,0.0,2.0,2.0
slap,0.0,4.0,6.0,10.0
slash,0.0,0.0,1.0,1.0
slave,0.0,4.0,0.0,4.0
sledg,0.0,0.0,1.0,1.0
sleek,0.0,0.0,7.0,7.0
sleep,0.0,0.0,4.0,4.0
sleev,0.0,0.0,1.0,1.0
slice,0.0,0.0,2.0,2.0
slick,8.0,8.0,10.0,26.0
slid,0.0,0.0,2.0,2.0
slide,12.0,24.0,46.0,82.0
slider,0.0,0.0,1.0,1.0
slighlti,0.0,0.0,1.0,1.0
slight,16.0,28.0,110.0,154.0
slightest,4.0,0.0,2.0,6.0
slim,0.0,0.0,6.0,6.0
slimmer,0.0,4.0,1.0,5.0
slinder,0.0,0.0,1.0,1.0
sling,0.0,0.0,3.0,3.0
slinki,0.0,16.0,7.0,23.0
slinkier,0.0,0.0,1.0,1.0
slip,22.0,8.0,53.0,83.0
slipknot,0.0,0.0,2.0,2.0
slippag,0.0,0.0,1.0,1.0
slipperi,0.0,8.0,9.0,17.0
slmost,0.0,0.0,1.0,1.0
sloid,0.0,0.0,1.0,1.0
sloppi,0.0,0.0,1.0,1.0
slot,0.0,0.0,5.0,5.0
slow,4.0,0.0,5.0,9.0
slowli,0.0,0.0,6.0,6.0
sm,0.0,0.0,23.0,23.0
small,85.0,120.0,305.0,510.0
smaller,29.0,40.0,74.0,143.0
smallest,0.0,0.0,5.0,5.0
smart,0.0,0.0,4.0,4.0
smartest,0.0,0.0,1.0,1.0
smash,0.0,4.0,3.0,7.0
smb,0.0,0.0,3.0,3.0
smear,0.0,0.0,1.0,1.0
smell,0.0,8.0,13.0,21.0
smile,0.0,0.0,3.0,3.0
smith,0.0,0.0,2.0,2.0
smlc,0.0,0.0,3.0,3.0
smoke,0.0,4.0,3.0,7.0
smokey,0.0,0.0,1.0,1.0
smoosh,0.0,0.0,1.0,1.0
smooth,16.0,16.0,82.0,114.0
smoother,0.0,0.0,15.0,15.0
smoothest,0.0,0.0,1.0,1.0
smoothlycut,0.0,0.0,1.0,1.0
smoth,0.0,0.0,1.0,1.0
smudg,0.0,0.0,1.0,1.0
snag,0.0,0.0,2.0,2.0
snake,21.0,0.0,7.0,28.0
snap,34.0,4.0,21.0,59.0
snappi,0.0,0.0,1.0,1.0
snare,0.0,0.0,4.0,4.0
snark,0.0,0.0,1.0,1.0
snarl,0.0,0.0,3.0,3.0
snatch,0.0,0.0,1.0,1.0
sneer,0.0,0.0,1.0,1.0
snip,0.0,0.0,2.0,2.0
snivel,0.0,0.0,1.0,1.0
snob,0.0,4.0,2.0,6.0
snowbal,0.0,0.0,2.0,2.0
snug,0.0,16.0,20.0,36.0
snugg,0.0,0.0,2.0,2.0
so,402.0,512.0,1099.0,2013.0
soak,36.0,0.0,8.0,44.0
soapbar,0.0,0.0,1.0,1.0
sob,0.0,4.0,0.0,4.0
soc,0.0,0.0,1.0,1.0
soft,28.0,48.0,80.0,156.0
soften,0.0,4.0,2.0,6.0
softer,0.0,12.0,19.0,31.0
sold,20.0,4.0,26.0,50.0
solder,8.0,24.0,9.0,41.0
soldier,0.0,0.0,1.0,1.0
sole,0.0,0.0,4.0,4.0
solemn,0.0,0.0,1.0,1.0
solid,41.0,48.0,214.0,303.0
solidbodi,0.0,0.0,1.0,1.0
solo,4.0,8.0,5.0,17.0
solv,4.0,4.0,25.0,33.0
someday,0.0,0.0,1.0,1.0
somehow,0.0,4.0,8.0,12.0
sometim,16.0,28.0,84.0,128.0
somewhat,16.0,8.0,22.0,46.0
somewher,0.0,4.0,12.0,16.0
sond,0.0,0.0,1.0,1.0
song,0.0,8.0,5.0,13.0
songwrit,0.0,0.0,2.0,2.0
sonic,4.0,0.0,12.0,16.0
soon,41.0,16.0,38.0,95.0
sooner,0.0,0.0,3.0,3.0
soonest,0.0,0.0,1.0,1.0
sooo,0.0,0.0,1.0,1.0
soooo,0.0,4.0,1.0,5.0
soooooo,0.0,0.0,1.0,1.0
soooooooooooooo,0.0,0.0,1.0,1.0
sop,0.0,0.0,1.0,1.0
sore,0.0,4.0,2.0,6.0
sorri,29.0,8.0,15.0,52.0
sort,0.0,0.0,2.0,2.0
sorta,0.0,0.0,4.0,4.0
soun,0.0,0.0,1.0,1.0
sound,318.0,252.0,809.0,1379.0
soundboard,0.0,0.0,1.0,1.0
soundcloud,0.0,0.0,2.0,2.0
soundhol,0.0,0.0,2.0,2.0
soundinexpens,0.0,0.0,1.0,1.0
soundtank,0.0,0.0,1.0,1.0
soundth,0.0,0.0,1.0,1.0
sour,0.0,0.0,1.0,1.0
south,0.0,4.0,0.0,4.0
southern,0.0,0.0,1.0,1.0
sp,0.0,0.0,3.0,3.0
space,0.0,0.0,3.0,3.0
spanki,0.0,0.0,1.0,1.0
spare,0.0,12.0,16.0,28.0
spark,0.0,0.0,2.0,2.0
sparkl,0.0,8.0,3.0,11.0
speak,18.0,0.0,18.0,36.0
speaker,0.0,0.0,3.0,3.0
speakon,0.0,0.0,1.0,1.0
spec,0.0,8.0,2.0,10.0
special,8.0,28.0,48.0,84.0
specif,8.0,8.0,21.0,37.0
specifi,0.0,0.0,1.0,1.0
spectacular,0.0,0.0,3.0,3.0
spectraflex,0.0,0.0,6.0,6.0
speech,0.0,0.0,2.0,2.0
speed,0.0,0.0,6.0,6.0
spend,62.0,52.0,70.0,184.0
spendi,0.0,0.0,1.0,1.0
spendthrift,0.0,4.0,0.0,4.0
spent,4.0,12.0,19.0,35.0
sperzel,0.0,0.0,1.0,1.0
spill,0.0,0.0,1.0,1.0
spin,4.0,4.0,10.0,18.0
spiral,0.0,0.0,1.0,1.0
spit,0.0,0.0,1.0,1.0
splinter,0.0,0.0,1.0,1.0
split,0.0,0.0,10.0,10.0
splitter,0.0,0.0,1.0,1.0
splurg,0.0,0.0,1.0,1.0
spo,0.0,0.0,2.0,2.0
spoil,0.0,0.0,2.0,2.0
spoken,0.0,0.0,3.0,3.0
spong,0.0,0.0,2.0,2.0
spot,0.0,0.0,7.0,7.0
spotti,0.0,0.0,1.0,1.0
spray,0.0,0.0,10.0,10.0
spread,0.0,12.0,7.0,19.0
spring,4.0,0.0,3.0,7.0
springi,0.0,0.0,1.0,1.0
springtop,0.0,4.0,0.0,4.0
sprout,0.0,0.0,1.0,1.0
spruce,0.0,4.0,0.0,4.0
sq,0.0,4.0,0.0,4.0
sqeek,0.0,0.0,1.0,1.0
squar,0.0,4.0,3.0,7.0
squeak,0.0,0.0,12.0,12.0
squeaki,0.0,0.0,1.0,1.0
squeakili,0.0,4.0,0.0,4.0
squeal,0.0,0.0,1.0,1.0
squeez,0.0,20.0,10.0,30.0
squier,0.0,4.0,14.0,18.0
squir,0.0,0.0,1.0,1.0
srm,0.0,0.0,1.0,1.0
ss,0.0,0.0,1.0,1.0
sssss,0.0,0.0,1.0,1.0
st,0.0,0.0,4.0,4.0
stab,0.0,0.0,1.0,1.0
stabil,0.0,0.0,1.0,1.0
stabl,16.0,16.0,52.0,84.0
stack,0.0,4.0,5.0,9.0
stadi,0.0,0.0,1.0,1.0
staedi,8.0,0.0,0.0,8.0
stage,0.0,4.0,4.0,8.0
stagg,0.0,4.0,0.0,4.0
staggeer,0.0,0.0,2.0,2.0
stagger,0.0,0.0,5.0,5.0
stain,0.0,0.0,3.0,3.0
stainless,0.0,0.0,4.0,4.0
stale,0.0,0.0,2.0,2.0
stalwart,0.0,0.0,1.0,1.0
stamp,0.0,0.0,6.0,6.0
stand,58.0,72.0,162.0,292.0
standard,58.0,56.0,85.0,199.0
standerd,0.0,0.0,1.0,1.0
stapl,8.0,4.0,1.0,13.0
star,16.0,28.0,46.0,90.0
stare,0.0,4.0,1.0,5.0
starpow,0.0,0.0,1.0,1.0
starspro,0.0,0.0,1.0,1.0
starsth,0.0,0.0,1.0,1.0
start,16.0,84.0,136.0,236.0
starter,0.0,0.0,4.0,4.0
stash,0.0,0.0,1.0,1.0
stat,0.0,0.0,1.0,1.0
state,8.0,20.0,17.0,45.0
static,12.0,16.0,8.0,36.0
stationari,0.0,4.0,2.0,6.0
stay,49.0,68.0,119.0,236.0
steadi,0.0,4.0,7.0,11.0
steadili,0.0,4.0,0.0,4.0
steal,0.0,0.0,12.0,12.0
stealcompar,0.0,0.0,1.0,1.0
stear,0.0,0.0,1.0,1.0
steardi,0.0,0.0,1.0,1.0
steer,0.0,0.0,1.0,1.0
stellar,0.0,0.0,4.0,4.0
step,0.0,20.0,17.0,37.0
stereo,0.0,0.0,17.0,17.0
stereotyp,0.0,4.0,0.0,4.0
steril,0.0,4.0,1.0,5.0
steve,4.0,0.0,3.0,7.0
stewart,0.0,0.0,1.0,1.0
stick,132.0,52.0,50.0,234.0
sticki,0.0,4.0,5.0,9.0
stiff,50.0,44.0,26.0,120.0
stiffer,0.0,4.0,2.0,6.0
stil,0.0,0.0,2.0,2.0
still,160.0,176.0,352.0,688.0
sting,0.0,0.0,4.0,4.0
stingi,0.0,0.0,1.0,1.0
stink,4.0,0.0,1.0,5.0
stitch,0.0,4.0,3.0,7.0
stock,0.0,0.0,3.0,3.0
stoke,0.0,0.0,1.0,1.0
stolen,0.0,0.0,6.0,6.0
stomp,0.0,16.0,12.0,28.0
stompbox,0.0,4.0,0.0,4.0
stone,0.0,0.0,1.0,1.0
stoner,0.0,0.0,1.0,1.0
stood,0.0,0.0,4.0,4.0
stoop,0.0,4.0,0.0,4.0
stop,44.0,8.0,32.0,84.0
stopper,0.0,0.0,1.0,1.0
storag,0.0,0.0,1.0,1.0
store,0.0,8.0,23.0,31.0
stow,0.0,0.0,2.0,2.0
stp,0.0,0.0,1.0,1.0
straight,41.0,24.0,47.0,112.0
straightforward,0.0,0.0,2.0,2.0
strain,0.0,4.0,5.0,9.0
strang,0.0,12.0,6.0,18.0
strap,66.0,20.0,38.0,124.0
strapinstead,0.0,0.0,3.0,3.0
straplok,0.0,0.0,3.0,3.0
strat,0.0,8.0,11.0,19.0
stratacoust,0.0,0.0,1.0,1.0
stratocast,0.0,0.0,3.0,3.0
stratsquier,0.0,0.0,1.0,1.0
stray,0.0,0.0,1.0,1.0
streak,0.0,0.0,1.0,1.0
streamlin,0.0,0.0,1.0,1.0
strength,0.0,0.0,1.0,1.0
stress,0.0,0.0,4.0,4.0
stretch,18.0,32.0,20.0,70.0
stretchi,0.0,4.0,1.0,5.0
strict,0.0,8.0,3.0,11.0
strident,0.0,0.0,2.0,2.0
strike,4.0,0.0,4.0,8.0
string,36.0,68.0,229.0,333.0
stringbend,0.0,0.0,1.0,1.0
stringsar,0.0,0.0,1.0,1.0
strip,8.0,8.0,10.0,26.0
stripe,0.0,0.0,1.0,1.0
strong,20.0,28.0,101.0,149.0
stronger,0.0,4.0,9.0,13.0
struck,0.0,0.0,2.0,2.0
structur,0.0,4.0,2.0,6.0
struggl,0.0,4.0,4.0,8.0
strum,37.0,24.0,49.0,110.0
strung,0.0,4.0,3.0,7.0
stubborn,0.0,0.0,2.0,2.0
stuck,4.0,12.0,11.0,27.0
stud,0.0,0.0,4.0,4.0
studi,0.0,0.0,4.0,4.0
stuff,0.0,4.0,6.0,10.0
stuffi,0.0,0.0,1.0,1.0
stumbl,0.0,0.0,2.0,2.0
stun,0.0,0.0,3.0,3.0
stunk,0.0,4.0,0.0,4.0
stupid,8.0,0.0,4.0,12.0
sturdi,12.0,24.0,151.0,187.0
sturdier,0.0,8.0,3.0,11.0
sturdiest,0.0,0.0,2.0,2.0
sturdili,0.0,0.0,4.0,4.0
style,0.0,0.0,3.0,3.0
stylish,0.0,0.0,2.0,2.0
stylist,0.0,0.0,1.0,1.0
styliz,0.0,0.0,1.0,1.0
su,0.0,0.0,1.0,1.0
sub,0.0,8.0,1.0,9.0
subject,4.0,4.0,15.0,23.0
sublim,0.0,0.0,1.0,1.0
submit,0.0,0.0,1.0,1.0
subsequ,0.0,0.0,3.0,3.0
substanti,0.0,8.0,10.0,18.0
substitut,0.0,4.0,1.0,5.0
subtl,8.0,0.0,21.0,29.0
subtract,0.0,0.0,3.0,3.0
succeed,4.0,0.0,0.0,4.0
success,18.0,4.0,3.0,25.0
such,59.0,40.0,109.0,208.0
suck,26.0,8.0,18.0,52.0
sudden,0.0,8.0,8.0,16.0
sue,0.0,0.0,1.0,1.0
suffer,0.0,0.0,6.0,6.0
suffic,0.0,4.0,1.0,5.0
suffici,0.0,4.0,9.0,13.0
suggest,8.0,24.0,33.0,65.0
suicid,18.0,0.0,0.0,18.0
suit,0.0,4.0,20.0,24.0
suitabl,0.0,4.0,7.0,11.0
sulfur,4.0,0.0,0.0,4.0
sum,0.0,0.0,4.0,4.0
summari,8.0,4.0,3.0,15.0
summarili,0.0,4.0,0.0,4.0
summaryacoust,4.0,0.0,0.0,4.0
sunburst,0.0,4.0,3.0,7.0
sunburstelectr,0.0,0.0,1.0,1.0
sunday,0.0,0.0,2.0,2.0
sung,0.0,0.0,1.0,1.0
super,104.0,16.0,73.0,193.0
superb,0.0,0.0,5.0,5.0
supercardioid,0.0,0.0,1.0,1.0
superglu,0.0,0.0,1.0,1.0
superior,0.0,4.0,16.0,20.0
superstrat,0.0,0.0,1.0,1.0
supos,0.0,0.0,1.0,1.0
suposs,0.0,0.0,1.0,1.0
suppl,0.0,0.0,2.0,2.0
supplement,0.0,0.0,1.0,1.0
suppli,0.0,0.0,10.0,10.0
support,12.0,4.0,16.0,32.0
suppos,112.0,12.0,80.0,204.0
supris,0.0,0.0,6.0,6.0
sure,118.0,108.0,243.0,469.0
surf,0.0,0.0,3.0,3.0
surfac,0.0,4.0,3.0,7.0
surpass,0.0,0.0,5.0,5.0
surpris,16.0,16.0,78.0,110.0
surround,0.0,4.0,2.0,6.0
surviv,0.0,0.0,12.0,12.0
suscept,0.0,0.0,3.0,3.0
sushi,0.0,4.0,0.0,4.0
suspect,0.0,12.0,8.0,20.0
suspend,0.0,0.0,2.0,2.0
suspici,0.0,0.0,1.0,1.0
sustain,8.0,8.0,26.0,42.0
sute,0.0,0.0,1.0,1.0
svt,0.0,0.0,1.0,1.0
swab,0.0,0.0,1.0,1.0
swallow,0.0,0.0,1.0,1.0
swamp,0.0,0.0,2.0,2.0
swap,0.0,0.0,11.0,11.0
sway,0.0,0.0,1.0,1.0
swear,0.0,8.0,10.0,18.0
sweat,0.0,0.0,5.0,5.0
sweati,0.0,4.0,7.0,11.0
sweatier,0.0,0.0,1.0,1.0
sweep,0.0,0.0,4.0,4.0
sweepabl,0.0,0.0,1.0,1.0
sweet,4.0,8.0,31.0,43.0
sweeter,0.0,4.0,1.0,5.0
sweetest,0.0,0.0,1.0,1.0
swell,0.0,0.0,3.0,3.0
swing,21.0,0.0,3.0,24.0
swirl,0.0,0.0,1.0,1.0
swiss,0.0,0.0,3.0,3.0
switch,68.0,76.0,84.0,228.0
switchabl,0.0,0.0,1.0,1.0
switchless,0.0,0.0,1.0,1.0
swivel,0.0,0.0,7.0,7.0
swoosh,0.0,0.0,1.0,1.0
sx,0.0,0.0,1.0,1.0
symmetr,0.0,0.0,1.0,1.0
symptom,0.0,0.0,1.0,1.0
syndrom,0.0,0.0,1.0,1.0
synonym,0.0,0.0,1.0,1.0
synth,0.0,0.0,2.0,2.0
synthes,0.0,0.0,1.0,1.0
synthet,0.0,0.0,4.0,4.0
systemand,0.0,0.0,1.0,1.0
ta,0.0,12.0,7.0,19.0
tab,0.0,0.0,1.0,1.0
tabl,0.0,0.0,7.0,7.0
tabletop,0.0,0.0,1.0,1.0
tacoma,0.0,0.0,1.0,1.0
tad,21.0,4.0,11.0,36.0
tag,0.0,0.0,1.0,1.0
tail,0.0,0.0,1.0,1.0
tailor,0.0,0.0,2.0,2.0
taint,0.0,0.0,1.0,1.0
taiwan,4.0,0.0,0.0,4.0
tak,0.0,0.0,1.0,1.0
takamin,0.0,4.0,1.0,5.0
take,62.0,128.0,312.0,502.0
taken,0.0,16.0,20.0,36.0
talent,0.0,0.0,1.0,1.0
talk,0.0,8.0,16.0,24.0
tall,0.0,12.0,19.0,31.0
taller,0.0,8.0,1.0,9.0
tallest,0.0,0.0,1.0,1.0
tame,0.0,8.0,3.0,11.0
tan,0.0,0.0,2.0,2.0
tangl,0.0,4.0,4.0,8.0
tap,0.0,0.0,6.0,6.0
tape,4.0,4.0,2.0,10.0
taper,0.0,4.0,4.0,8.0
tarnish,0.0,0.0,5.0,5.0
tascam,0.0,0.0,2.0,2.0
tast,0.0,0.0,5.0,5.0
taught,0.0,0.0,5.0,5.0
taylor,0.0,0.0,1.0,1.0
tc,0.0,0.0,1.0,1.0
te,0.0,0.0,2.0,2.0
teach,0.0,0.0,6.0,6.0
teacher,0.0,0.0,2.0,2.0
tear,8.0,8.0,11.0,27.0
teas,0.0,0.0,1.0,1.0
tech,0.0,20.0,5.0,25.0
technic,0.0,4.0,8.0,12.0
tedious,0.0,0.0,2.0,2.0
teen,0.0,0.0,2.0,2.0
teenag,0.0,0.0,1.0,1.0
teeth,0.0,0.0,3.0,3.0
tel,0.0,0.0,2.0,2.0
tele,21.0,4.0,6.0,31.0
