,negative,positive,total
desper,461.0,377.0,838.0
desperado,2.0,1.0,3.0
desperat,2.0,1.0,3.0
despi,2.0,0.0,2.0
despic,65.0,59.0,124.0
despict,1.0,1.0,2.0
despir,1.0,0.0,1.0
despis,74.0,55.0,129.0
despit,0.0,1.0,1.0
desplat,0.0,2.0,2.0
desplechin,3.0,0.0,3.0
despoil,0.0,1.0,1.0
despond,2.0,4.0,6.0
despot,5.0,5.0,10.0
despotovich,0.0,1.0,1.0
desprat,1.0,0.0,1.0
dessert,2.0,2.0,4.0
dessi,1.0,0.0,1.0
dessic,1.0,3.0,4.0
dest,0.0,1.0,1.0
destab,0.0,1.0,1.0
destabil,0.0,3.0,3.0
destabilis,2.0,0.0,2.0
desthpic,0.0,1.0,1.0
destin,50.0,69.0,119.0
destini,15.0,41.0,56.0
destitut,5.0,3.0,8.0
destr,1.0,0.0,1.0
destroy,654.0,420.0,1074.0
destruct,48.0,73.0,121.0
destructivist,1.0,0.0,1.0
desu,0.0,1.0,1.0
desultori,1.0,2.0,3.0
det,3.0,11.0,14.0
detach,42.0,54.0,96.0
detail,128.0,252.0,380.0
detain,4.0,17.0,21.0
detec,1.0,0.0,1.0
detect,221.0,325.0,546.0
detent,2.0,0.0,2.0
deter,9.0,23.0,32.0
deterct,0.0,1.0,1.0
deterior,43.0,27.0,70.0
determin,167.0,265.0,432.0
determinist,2.0,2.0,4.0
deterr,1.0,1.0,2.0
detest,23.0,21.0,44.0
deth,4.0,1.0,5.0
dethaw,0.0,1.0,1.0
dethman,1.0,0.0,1.0
dethron,2.0,3.0,5.0
detlef,0.0,1.0,1.0
deton,12.0,9.0,21.0
detour,1.0,2.0,3.0
detox,1.0,0.0,1.0
detoxifi,0.0,1.0,1.0
detract,41.0,125.0,166.0
detriment,9.0,6.0,15.0
detroit,25.0,29.0,54.0
deuc,3.0,2.0,5.0
deull,0.0,1.0,1.0
deunan,0.0,1.0,1.0
deus,5.0,4.0,9.0
deutsch,0.0,1.0,1.0
deutschen,0.0,1.0,1.0
deux,2.0,1.0,3.0
dev,1.0,19.0,20.0
devalu,1.0,3.0,4.0
devast,59.0,147.0,206.0
devasti,0.0,1.0,1.0
devat,0.0,1.0,1.0
devda,0.0,3.0,3.0
develop,754.0,890.0,1644.0
development,3.0,2.0,5.0
deven,0.0,4.0,4.0
dever,6.0,0.0,6.0
deveraux,3.0,0.0,3.0
deverel,0.0,1.0,1.0
devest,1.0,1.0,2.0
devgan,8.0,1.0,9.0
devi,0.0,3.0,3.0
devian,0.0,3.0,3.0
deviant,9.0,11.0,20.0
deviat,21.0,15.0,36.0
devic,6.0,4.0,10.0
devil,113.0,71.0,184.0
devilish,17.0,31.0,48.0
devill,0.0,2.0,2.0
devilri,1.0,0.0,1.0
devin,4.0,3.0,7.0
devincenti,1.0,0.0,1.0
devinn,0.0,1.0,1.0
devious,28.0,39.0,67.0
devirgin,1.0,0.0,1.0
devis,32.0,32.0,64.0
devito,2.0,20.0,22.0
devlop,1.0,0.0,1.0
devo,1.0,4.0,5.0
devoid,80.0,30.0,110.0
devolv,19.0,9.0,28.0
devon,6.0,3.0,9.0
devot,105.0,150.0,255.0
devote,0.0,3.0,3.0
devour,47.0,29.0,76.0
devout,7.0,9.0,16.0
devra,0.0,1.0,1.0
dew,0.0,2.0,2.0
dewaer,2.0,7.0,9.0
dewam,0.0,1.0,1.0
dewey,1.0,1.0,2.0
dewi,2.0,2.0,4.0
dewitt,0.0,3.0,3.0
dex,2.0,0.0,2.0
dexter,6.0,14.0,20.0
dey,0.0,3.0,3.0
dezel,0.0,1.0,1.0
dezita,1.0,0.0,1.0
dezmo,0.0,1.0,1.0
df,1.0,0.0,1.0
dfi,0.0,1.0,1.0
dfx,1.0,0.0,1.0
dh,2.0,0.0,2.0
dhanno,1.0,0.0,1.0
dharani,0.0,1.0,1.0
dharma,2.0,2.0,4.0
dhawan,1.0,1.0,2.0
dhia,0.0,1.0,1.0
dhileepan,0.0,1.0,1.0
dhishhum,1.0,0.0,1.0
dhl,1.0,0.0,1.0
dholi,0.0,1.0,1.0
dhoom,1.0,0.0,1.0
di,23.0,16.0,39.0
dia,1.0,2.0,3.0
diabet,11.0,6.0,17.0
diablo,1.0,0.0,1.0
diabo,1.0,1.0,2.0
diabol,46.0,31.0,77.0
diaboliqu,1.0,0.0,1.0
diaget,1.0,2.0,3.0
diagnos,11.0,18.0,29.0
diagnosi,0.0,1.0,1.0
diagnosis,0.0,1.0,1.0
diagon,3.0,3.0,6.0
diagram,1.0,0.0,1.0
diahann,0.0,2.0,2.0
diahnn,0.0,1.0,1.0
dial,30.0,7.0,37.0
dialect,8.0,16.0,24.0
diall,0.0,1.0,1.0
dialo,0.0,1.0,1.0
dialog,45.0,28.0,73.0
dialogu,49.0,42.0,91.0
dialoug,2.0,0.0,2.0
diamant,0.0,1.0,1.0
diamantino,0.0,1.0,1.0
diamantopoulo,0.0,1.0,1.0
diametr,3.0,10.0,13.0
diamnd,1.0,0.0,1.0
diamond,12.0,10.0,22.0
diamondback,1.0,0.0,1.0
diamont,1.0,0.0,1.0
diamontopol,0.0,1.0,1.0
dian,28.0,32.0,60.0
diana,16.0,39.0,55.0
dianet,1.0,0.0,1.0
diann,5.0,7.0,12.0
diaper,3.0,4.0,7.0
diaphan,1.0,2.0,3.0
diappoint,0.0,1.0,1.0
diari,14.0,40.0,54.0
diarrhea,0.0,1.0,1.0
diarrhoeic,1.0,0.0,1.0
diatrib,7.0,1.0,8.0
diaz,15.0,5.0,20.0
dibello,1.0,0.0,1.0
dibias,6.0,2.0,8.0
dic,3.0,0.0,3.0
dicamillo,1.0,0.0,1.0
dicaprio,1.0,1.0,2.0
dice,12.0,7.0,19.0
dicey,1.0,2.0,3.0
dichen,2.0,0.0,2.0
dichotomi,0.0,1.0,1.0
dicid,1.0,0.0,1.0
dick,79.0,97.0,176.0
dicken,22.0,32.0,54.0
dickensian,1.0,6.0,7.0
dicker,1.0,0.0,1.0
dickey,1.0,10.0,11.0
dicki,3.0,2.0,5.0
dickian,1.0,0.0,1.0
dickinson,1.0,1.0,2.0
dickish,1.0,0.0,1.0
dickman,2.0,0.0,2.0
dickson,1.0,7.0,8.0
dicov,0.0,1.0,1.0
dictat,34.0,39.0,73.0
dictatori,3.0,5.0,8.0
dictatorship,3.0,2.0,5.0
dictionari,15.0,5.0,20.0
dicul,2.0,0.0,2.0
did,12161.0,8801.0,20962.0
didact,13.0,16.0,29.0
didd,0.0,1.0,1.0
diddi,1.0,1.0,2.0
diddl,1.0,1.0,2.0
didn,16.0,9.0,25.0
didnt,24.0,19.0,43.0
die,1926.0,1689.0,3615.0
diedrich,0.0,1.0,1.0
dieget,1.0,4.0,5.0
diego,1.0,12.0,13.0
diehard,2.0,1.0,3.0
diehl,2.0,1.0,3.0
dien,6.0,0.0,6.0
dierdr,1.0,0.0,1.0
diesel,1.0,7.0,8.0
diet,16.0,14.0,30.0
dietari,2.0,1.0,3.0
dieter,2.0,10.0,12.0
dietet,1.0,1.0,2.0
diether,0.0,1.0,1.0
dietrich,18.0,21.0,39.0
dietrichson,1.0,0.0,1.0
dif,1.0,0.0,1.0
difer,1.0,2.0,3.0
diff,1.0,3.0,4.0
differ,1784.0,3054.0,4838.0
differenti,19.0,15.0,34.0
differentl,0.0,1.0,1.0
difficu,0.0,1.0,1.0
difficul,0.0,1.0,1.0
difficult,563.0,778.0,1341.0
difficulti,1.0,1.0,2.0
difficut,0.0,1.0,1.0
diffid,0.0,7.0,7.0
diffr,0.0,2.0,2.0
diffrent,1.0,0.0,1.0
diffus,11.0,4.0,15.0
diffusion,0.0,1.0,1.0
difranco,1.0,0.0,1.0
dig,145.0,146.0,291.0
digart,0.0,1.0,1.0
diger,0.0,2.0,2.0
digest,39.0,39.0,78.0
digg,0.0,3.0,3.0
digga,0.0,1.0,1.0
digger,0.0,1.0,1.0
diggstown,1.0,0.0,1.0
digi,0.0,4.0,4.0
digicam,1.0,0.0,1.0
digicorp,0.0,7.0,7.0
digimon,0.0,1.0,1.0
digisoft,0.0,3.0,3.0
digit,139.0,132.0,271.0
digitis,2.0,2.0,4.0
digiulio,1.0,0.0,1.0
digiview,0.0,1.0,1.0
dignifi,17.0,38.0,55.0
dignitari,1.0,1.0,2.0
digniti,1.0,1.0,2.0
digress,24.0,10.0,34.0
digust,2.0,0.0,2.0
dil,2.0,2.0,4.0
dilapid,13.0,16.0,29.0
dilat,0.0,1.0,1.0
dilatori,1.0,0.0,1.0
dildo,4.0,2.0,6.0
dilemma,5.0,9.0,14.0
dilettant,2.0,2.0,4.0
dilettantish,3.0,0.0,3.0
dilig,5.0,7.0,12.0
dill,1.0,0.0,1.0
dillan,0.0,2.0,2.0
dilli,11.0,6.0,17.0
dilling,2.0,0.0,2.0
dillman,0.0,1.0,1.0
dillon,8.0,4.0,12.0
dillut,1.0,0.0,1.0
dillyd,1.0,0.0,1.0
dilud,1.0,0.0,1.0
dilut,21.0,23.0,44.0
dilwal,1.0,1.0,2.0
dim,50.0,30.0,80.0
dimaggio,0.0,1.0,1.0
dime,9.0,12.0,21.0
dimens,1.0,0.0,1.0
dimension,263.0,117.0,380.0
diment,1.0,1.0,2.0
dimini,0.0,1.0,1.0
diminish,42.0,65.0,107.0
diminut,11.0,11.0,22.0
dimitri,1.0,0.0,1.0
dimitru,3.0,0.0,3.0
dimmest,1.0,0.0,1.0
dimpl,4.0,2.0,6.0
dimtri,1.0,0.0,1.0
dimwit,19.0,14.0,33.0
din,3.0,16.0,19.0
dinaggio,0.0,1.0,1.0
dinah,1.0,4.0,5.0
dinamo,1.0,0.0,1.0
dind,0.0,1.0,1.0
dine,19.0,13.0,32.0
dinehart,0.0,2.0,2.0
dinelli,1.0,3.0,4.0
diner,3.0,1.0,4.0
dinesen,0.0,2.0,2.0
ding,9.0,16.0,25.0
dingal,1.0,1.0,2.0
dingbat,0.0,1.0,1.0
dingi,8.0,9.0,17.0
dingiest,0.0,1.0,1.0
dingili,0.0,1.0,1.0
dingman,1.0,1.0,2.0
dingo,1.0,2.0,3.0
dinicu,0.0,1.0,1.0
dink,1.0,1.0,2.0
dinka,0.0,3.0,3.0
dinki,2.0,0.0,2.0
dinner,19.0,25.0,44.0
dino,5.0,2.0,7.0
dinocrap,1.0,0.0,1.0
dinosaur,41.0,19.0,60.0
dinosuar,0.0,1.0,1.0
dinsdal,0.0,1.0,1.0
dinsmor,0.0,2.0,2.0
dint,2.0,1.0,3.0
dintr,0.0,1.0,1.0
dio,0.0,3.0,3.0
diomed,0.0,1.0,1.0
dionn,2.0,0.0,2.0
dionysian,0.0,1.0,1.0
diora,0.0,1.0,1.0
dioz,0.0,1.0,1.0
dip,31.0,22.0,53.0
diplomaci,1.0,0.0,1.0
diplomat,6.0,18.0,24.0
dipper,0.0,1.0,1.0
dippi,10.0,4.0,14.0
dipstick,0.0,2.0,2.0
dir,8.0,5.0,13.0
dire,126.0,36.0,162.0
direct,2127.0,2154.0,4281.0
directionless,2.0,4.0,6.0
directivo,1.0,0.0,1.0
director,2.0,0.0,2.0
directori,101.0,131.0,232.0
directv,0.0,2.0,2.0
direst,0.0,1.0,1.0
diri,0.0,1.0,1.0
dirig,1.0,0.0,1.0
dirk,3.0,29.0,32.0
dirt,12.0,4.0,16.0
dirtbag,1.0,0.0,1.0
dirti,137.0,185.0,322.0
dirtier,3.0,3.0,6.0
dirtiest,0.0,6.0,6.0
dis,22.0,15.0,37.0
disa,0.0,1.0,1.0
disabl,54.0,76.0,130.0
disabus,1.0,4.0,5.0
disadvantag,2.0,3.0,5.0
disaffect,6.0,9.0,15.0
disag,0.0,1.0,1.0
disagr,1.0,2.0,3.0
disagre,108.0,187.0,295.0
disallow,2.0,2.0,4.0
disant,0.0,1.0,1.0
disapear,1.0,0.0,1.0
disapoint,5.0,2.0,7.0
disappear,303.0,232.0,535.0
disappo,1.0,1.0,2.0
disappoi,0.0,1.0,1.0
disappoin,1.0,1.0,2.0
disappoint,1834.0,993.0,2827.0
disappointi,1.0,0.0,1.0
disappointin,2.0,0.0,2.0
disapprov,14.0,16.0,30.0
disarm,16.0,32.0,48.0
disarma,0.0,1.0,1.0
disassembl,4.0,0.0,4.0
disassoci,3.0,3.0,6.0
disast,42.0,15.0,57.0
disastar,1.0,0.0,1.0
disaster,1.0,0.0,1.0
disastr,76.0,52.0,128.0
disatisfi,0.0,1.0,1.0
disavow,3.0,5.0,8.0
disband,2.0,4.0,6.0
disbar,3.0,0.0,3.0
disbelief,3.0,3.0,6.0
disbeliev,12.0,2.0,14.0
disburs,1.0,1.0,2.0
disc,7.0,24.0,31.0
discard,32.0,30.0,62.0
discern,85.0,41.0,126.0
discharg,7.0,9.0,16.0
discipl,2.0,2.0,4.0
disciplin,9.0,11.0,20.0
disciplinari,1.0,1.0,2.0
disciplinarian,1.0,3.0,4.0
discirn,1.0,0.0,1.0
disclaim,6.0,5.0,11.0
disclos,17.0,38.0,55.0
disclosur,1.0,0.0,1.0
disco,16.0,15.0,31.0
discolor,1.0,1.0,2.0
discombobul,3.0,3.0,6.0
discomfit,2.0,3.0,5.0
discomfort,5.0,6.0,11.0
disconcert,24.0,26.0,50.0
disconfort,0.0,1.0,1.0
disconnect,62.0,19.0,81.0
discont,1.0,4.0,5.0
disconti,0.0,1.0,1.0
discontinu,7.0,3.0,10.0
discord,1.0,3.0,4.0
discount,20.0,13.0,33.0
discourag,22.0,27.0,49.0
discours,1.0,0.0,1.0
discov,573.0,876.0,1449.0
discoverd,0.0,1.0,1.0
discoveri,7.0,3.0,10.0
discredit,35.0,16.0,51.0
discreet,10.0,11.0,21.0
discret,2.0,8.0,10.0
discretionari,1.0,1.0,2.0
discrib,0.0,1.0,1.0
discrimin,16.0,9.0,25.0
discriminatori,0.0,1.0,1.0
discruntl,1.0,0.0,1.0
discurs,0.0,3.0,3.0
discus,2.0,1.0,3.0
discuss,186.0,277.0,463.0
discust,2.0,0.0,2.0
disdain,5.0,12.0,17.0
diseas,18.0,14.0,32.0
disect,2.0,0.0,2.0
disembodi,6.0,3.0,9.0
disembovl,0.0,1.0,1.0
disembowel,9.0,6.0,15.0
disench,4.0,11.0,15.0
disenchant,0.0,1.0,1.0
disenfranchis,5.0,8.0,13.0
disengag,6.0,5.0,11.0
disengorg,1.0,0.0,1.0
disentangl,2.0,0.0,2.0
disentertain,0.0,1.0,1.0
disey,0.0,1.0,1.0
disfigur,34.0,23.0,57.0
disfunct,1.0,1.0,2.0
disgard,1.0,0.0,1.0
disgorg,1.0,0.0,1.0
disgrac,90.0,27.0,117.0
disgruntl,29.0,22.0,51.0
disguis,116.0,87.0,203.0
disgus,0.0,1.0,1.0
disgust,407.0,178.0,585.0
dish,34.0,28.0,62.0
disharmoni,1.0,2.0,3.0
dishearten,7.0,5.0,12.0
dishevel,10.0,14.0,24.0
dishi,0.0,3.0,3.0
dishonest,18.0,16.0,34.0
dishonesti,1.0,1.0,2.0
dishonor,6.0,5.0,11.0
dishonour,2.0,0.0,2.0
dishwash,2.0,0.0,2.0
dishwat,3.0,0.0,3.0
disillus,20.0,35.0,55.0
disillusion,2.0,3.0,5.0
disinclin,1.0,0.0,1.0
disinfect,1.0,1.0,2.0
disingeni,0.0,1.0,1.0
disingenu,11.0,5.0,16.0
disinherit,2.0,2.0,4.0
disint,1.0,0.0,1.0
disintegr,23.0,18.0,41.0
disinterest,27.0,11.0,38.0
disinvit,0.0,1.0,1.0
disjoin,0.0,1.0,1.0
disjoint,180.0,47.0,227.0
disjunct,1.0,0.0,1.0
disk,2.0,1.0,3.0
diskant,0.0,1.0,1.0
dislex,1.0,0.0,1.0
dislik,240.0,176.0,416.0
disloc,4.0,2.0,6.0
dislodg,7.0,1.0,8.0
disloy,0.0,1.0,1.0
dismal,93.0,27.0,120.0
dismantl,2.0,9.0,11.0
dismay,12.0,20.0,32.0
dismemb,25.0,15.0,40.0
dismember,2.0,3.0,5.0
dismiss,59.0,147.0,206.0
dismount,0.0,1.0,1.0
disn,1.0,0.0,1.0
disney,84.0,108.0,192.0
disneyesqu,1.0,1.0,2.0
disneyfi,3.0,1.0,4.0
disneyish,1.0,0.0,1.0
disneyland,4.0,3.0,7.0
disneylik,0.0,1.0,1.0
disneyworld,2.0,0.0,2.0
disobedi,5.0,0.0,5.0
disobey,12.0,8.0,20.0
disord,10.0,3.0,13.0
disorgan,9.0,4.0,13.0
disorganis,2.0,1.0,3.0
disori,20.0,12.0,32.0
disorient,5.0,2.0,7.0
disov,1.0,0.0,1.0
disown,11.0,16.0,27.0
dispar,7.0,13.0,20.0
disparag,2.0,9.0,11.0
dispassion,6.0,2.0,8.0
dispatch,53.0,28.0,81.0
dispel,13.0,12.0,25.0
dispens,38.0,21.0,59.0
dispenza,1.0,0.0,1.0
dispers,9.0,3.0,12.0
dispic,0.0,1.0,1.0
dispirit,2.0,4.0,6.0
dispis,1.0,0.0,1.0
dispit,0.0,1.0,1.0
displac,12.0,20.0,32.0
display,198.0,303.0,501.0
displeas,7.0,8.0,15.0
displeasur,0.0,2.0,2.0
disport,0.0,1.0,1.0
dispos,67.0,46.0,113.0
disposit,1.0,0.0,1.0
dispossess,2.0,3.0,5.0
disproport,1.0,1.0,2.0
disproportion,4.0,4.0,8.0
disprov,15.0,4.0,19.0
disproven,3.0,0.0,3.0
disput,12.0,10.0,22.0
disqualifi,6.0,6.0,12.0
disquiet,2.0,6.0,8.0
disregard,32.0,43.0,75.0
disreguard,1.0,0.0,1.0
disrepect,1.0,0.0,1.0
disreput,0.0,4.0,4.0
disrespect,40.0,19.0,59.0
disrob,13.0,5.0,18.0
disrupt,30.0,32.0,62.0
diss,9.0,10.0,19.0
dissabordin,0.0,1.0,1.0
dissapear,1.0,1.0,2.0
dissapiont,0.0,1.0,1.0
dissapoint,10.0,3.0,13.0
dissappear,1.0,0.0,1.0
dissappoint,3.0,1.0,4.0
dissasatisfi,0.0,1.0,1.0
dissatisfact,1.0,0.0,1.0
dissatisfi,16.0,14.0,30.0
dissaud,1.0,0.0,1.0
dissect,12.0,31.0,43.0
dissembl,0.0,1.0,1.0
dissemin,3.0,4.0,7.0
dissent,4.0,1.0,5.0
disservic,10.0,8.0,18.0
dissi,1.0,0.0,1.0
dissid,2.0,1.0,3.0
dissilus,2.0,0.0,2.0
dissimilar,4.0,12.0,16.0
dissip,10.0,11.0,21.0
disslik,0.0,1.0,1.0
dissoci,5.0,1.0,6.0
dissolut,1.0,3.0,4.0
dissolv,27.0,32.0,59.0
disson,0.0,1.0,1.0
disspoint,1.0,0.0,1.0
dissuad,10.0,8.0,18.0
distaff,2.0,1.0,3.0
distanc,18.0,25.0,43.0
distant,76.0,157.0,233.0
distanti,0.0,1.0,1.0
distas,1.0,0.0,1.0
distast,48.0,13.0,61.0
distasteful,1.0,0.0,1.0
distateful,1.0,0.0,1.0
distend,4.0,0.0,4.0
disti,0.0,1.0,1.0
distiguish,1.0,0.0,1.0
distil,5.0,6.0,11.0
distinct,137.0,198.0,335.0
distinguish,99.0,87.0,186.0
distort,61.0,43.0,104.0
distract,252.0,180.0,432.0
distraught,15.0,29.0,44.0
distress,35.0,42.0,77.0
distressi,1.0,0.0,1.0
distribut,74.0,64.0,138.0
distributor,1.0,2.0,3.0
distroy,1.0,0.0,1.0
distrub,0.0,1.0,1.0
distrust,5.0,14.0,19.0
disturb,526.0,617.0,1143.0
disturbi,0.0,1.0,1.0
disturbia,0.0,1.0,1.0
disus,7.0,3.0,10.0
ditch,31.0,17.0,48.0
dither,6.0,5.0,11.0
dithyramb,0.0,1.0,1.0
ditsi,6.0,5.0,11.0
ditti,0.0,4.0,4.0
ditto,9.0,9.0,18.0
ditz,1.0,2.0,3.0
ditzi,11.0,5.0,16.0
diurnal,1.0,0.0,1.0
diva,7.0,5.0,12.0
dive,70.0,78.0,148.0
diveen,1.0,0.0,1.0
diver,4.0,6.0,10.0
diverg,6.0,12.0,18.0
divers,26.0,74.0,100.0
diversifi,4.0,3.0,7.0
diversionari,1.0,0.0,1.0
divert,28.0,21.0,49.0
divest,0.0,2.0,2.0
divi,0.0,1.0,1.0
divid,58.0,106.0,164.0
divin,22.0,61.0,83.0
divinatori,0.0,1.0,1.0
divis,4.0,5.0,9.0
division,0.0,1.0,1.0
divoff,1.0,0.0,1.0
divorc,64.0,104.0,168.0
divorce,1.0,0.0,1.0
divulg,10.0,14.0,24.0
divvi,3.0,1.0,4.0
divx,1.0,0.0,1.0
divya,2.0,0.0,2.0
diwali,2.0,0.0,2.0
diwani,1.0,0.0,1.0
dix,2.0,1.0,3.0
dixen,0.0,1.0,1.0
dixi,3.0,0.0,3.0
dixon,4.0,29.0,33.0
dixxon,0.0,1.0,1.0
diy,1.0,4.0,5.0
diya,1.0,0.0,1.0
dizzi,29.0,46.0,75.0
dizzili,0.0,1.0,1.0
dj,3.0,14.0,17.0
djakarta,0.0,1.0,1.0
djalili,0.0,1.0,1.0
djamel,0.0,1.0,1.0
django,3.0,1.0,4.0
djian,0.0,1.0,1.0
djimon,1.0,0.0,1.0
djin,1.0,0.0,1.0
djinn,0.0,1.0,1.0
djs,0.0,1.0,1.0
dk,0.0,1.0,1.0
dkc,1.0,0.0,1.0
dl,1.0,0.0,1.0
dle,0.0,1.0,1.0
dm,0.0,1.0,1.0
dmax,0.0,1.0,1.0
dmd,0.0,1.0,1.0
dmitri,0.0,1.0,1.0
dmx,1.0,0.0,1.0
dmytryk,0.0,4.0,4.0
dna,5.0,0.0,5.0
dnc,1.0,0.0,1.0
do,21555.0,15188.0,36743.0
doa,2.0,2.0,4.0
doabl,2.0,1.0,3.0
dob,0.0,3.0,3.0
dobb,6.0,9.0,15.0
doberman,1.0,0.0,1.0
dobermann,1.0,1.0,2.0
dobi,0.0,1.0,1.0
dobkin,2.0,0.0,2.0
dobson,4.0,2.0,6.0
doc,19.0,34.0,53.0
docil,4.0,8.0,12.0
dock,12.0,11.0,23.0
dockland,0.0,1.0,1.0
docksid,1.0,0.0,1.0
dockstad,1.0,0.0,1.0
docter,0.0,1.0,1.0
doctor,36.0,35.0,71.0
doctornappi,1.0,0.0,1.0
doctrin,2.0,1.0,3.0
doctrinair,1.0,0.0,1.0
docu,2.0,10.0,12.0
docudrama,4.0,5.0,9.0
document,42.0,65.0,107.0
documentari,338.0,563.0,901.0
documentarian,4.0,5.0,9.0
documetari,0.0,1.0,1.0
documnetari,0.0,1.0,1.0
dodder,3.0,3.0,6.0
doddl,0.0,1.0,1.0
doddsvill,1.0,0.0,1.0
dodeskaden,0.0,2.0,2.0
dodg,36.0,36.0,72.0
dodgebal,6.0,0.0,6.0
dodger,1.0,1.0,2.0
dodgey,0.0,1.0,1.0
dodgi,50.0,24.0,74.0
dodgili,0.0,1.0,1.0
dodgson,1.0,0.0,1.0
dodo,0.0,1.0,1.0
doe,10668.0,9566.0,20234.0
doen,1.0,0.0,1.0
doenitz,0.0,1.0,1.0
doer,1.0,0.0,1.0
doesen,4.0,1.0,5.0
doesn,14.0,10.0,24.0
doesnot,1.0,0.0,1.0
doesnt,7.0,7.0,14.0
doest,2.0,0.0,2.0
doestoeviski,0.0,1.0,1.0
doey,0.0,1.0,1.0
doff,1.0,1.0,2.0
dog,106.0,112.0,218.0
dogan,0.0,1.0,1.0
dogear,1.0,0.0,1.0
dogfight,1.0,1.0,2.0
doggerel,1.0,0.0,1.0
doggett,2.0,0.0,2.0
doggi,7.0,5.0,12.0
doggish,1.0,0.0,1.0
doggon,0.0,1.0,1.0
doghi,0.0,1.0,1.0
dogm,5.0,0.0,5.0
dogma,2.0,1.0,3.0
dogmat,10.0,5.0,15.0
dogtown,0.0,19.0,19.0
dogumentari,0.0,1.0,1.0
dogvill,0.0,2.0,2.0
doh,3.0,0.0,3.0
doherti,1.0,0.0,1.0
dohhh,1.0,0.0,1.0
dohler,1.0,0.0,1.0
dohn,1.0,0.0,1.0
doi,0.0,1.0,1.0
doii,1.0,0.0,1.0
doili,0.0,1.0,1.0
doin,4.0,2.0,6.0
doink,3.0,1.0,4.0
doj,1.0,0.0,1.0
dokey,0.0,1.0,1.0
dokken,1.0,1.0,2.0
dola,0.0,3.0,3.0
dolan,0.0,1.0,1.0
dolbi,8.0,9.0,17.0
dole,8.0,7.0,15.0
dolemit,6.0,26.0,32.0
dolenz,0.0,1.0,1.0
dolf,1.0,0.0,1.0
doli,0.0,1.0,1.0
dolittl,0.0,1.0,1.0
doll,16.0,22.0,38.0
dolli,17.0,15.0,32.0
dollman,3.0,0.0,3.0
dolman,1.0,0.0,1.0
dolomit,0.0,1.0,1.0
dolor,3.0,5.0,8.0
dolous,0.0,1.0,1.0
dolph,33.0,7.0,40.0
dolphi,1.0,0.0,1.0
dolphin,6.0,4.0,10.0
dolt,2.0,0.0,2.0
doltish,1.0,0.0,1.0
dolwyn,1.0,0.0,1.0
dom,1.0,10.0,11.0
domain,0.0,1.0,1.0
domalp,0.0,1.0,1.0
dome,6.0,1.0,7.0
domen,0.0,1.0,1.0
domenico,0.0,1.0,1.0
domergu,3.0,0.0,3.0
domest,54.0,110.0,164.0
domin,128.0,258.0,386.0
dominar,0.0,1.0,1.0
dominatrix,2.0,1.0,3.0
dominczyk,0.0,1.0,1.0
domingo,0.0,1.0,1.0
domini,0.0,2.0,2.0
dominica,0.0,2.0,2.0
dominican,8.0,7.0,15.0
dominicano,0.0,1.0,1.0
dominick,0.0,15.0,15.0
dominiqu,5.0,0.0,5.0
domino,6.0,18.0,24.0
don,199.0,161.0,360.0
dona,1.0,2.0,3.0
donaggio,2.0,0.0,2.0
donahu,2.0,0.0,2.0
donal,0.0,13.0,13.0
donald,61.0,83.0,144.0
donat,39.0,13.0,52.0
doncha,1.0,0.0,1.0
done,2954.0,3024.0,5978.0
donel,0.0,1.0,1.0
donen,0.0,1.0,1.0
dong,2.0,8.0,10.0
donger,0.0,1.0,1.0
donkey,7.0,3.0,10.0
donlan,0.0,1.0,1.0
donlevi,1.0,2.0,3.0
donlon,0.0,1.0,1.0
donna,23.0,24.0,47.0
donnel,0.0,3.0,3.0
donnelli,6.0,6.0,12.0
donner,4.0,3.0,7.0
donnersmarck,1.0,0.0,1.0
donni,15.0,7.0,22.0
donnitz,0.0,1.0,1.0
donno,1.0,0.0,1.0
donoghugh,1.0,0.0,1.0
donor,1.0,1.0,2.0
donovan,5.0,5.0,10.0
dont,54.0,31.0,85.0
donut,2.0,3.0,5.0
doo,8.0,7.0,15.0
doodl,6.0,8.0,14.0
doofus,2.0,0.0,2.0
doogan,0.0,2.0,2.0
doogi,1.0,0.0,1.0
doohan,3.0,0.0,3.0
dooki,1.0,0.0,1.0
dooley,1.0,5.0,6.0
doolittl,1.0,11.0,12.0
doom,108.0,115.0,223.0
doomsday,5.0,4.0,9.0
doomsvill,2.0,0.0,2.0
dooohhh,1.0,0.0,1.0
dooper,1.0,0.0,1.0
door,15.0,14.0,29.0
doorknob,2.0,0.0,2.0
doormat,0.0,1.0,1.0
doorstep,1.0,0.0,1.0
doorway,2.0,2.0,4.0
doos,0.0,1.0,1.0
doosi,1.0,0.0,1.0
doozi,1.0,8.0,9.0
dop,1.0,0.0,1.0
dope,12.0,9.0,21.0
doper,0.0,1.0,1.0
dopey,22.0,11.0,33.0
dopi,2.0,0.0,2.0
dopiest,0.0,1.0,1.0
doppelg,0.0,3.0,3.0
doppelgang,0.0,2.0,2.0
dopplegang,1.0,1.0,2.0
dor,1.0,1.0,2.0
dora,3.0,5.0,8.0
dorado,0.0,1.0,1.0
dorai,0.0,1.0,1.0
dorama,0.0,1.0,1.0
doran,0.0,1.0,1.0
dorando,0.0,1.0,1.0
doreen,1.0,0.0,1.0
doren,2.0,0.0,2.0
dorf,0.0,2.0,2.0
dorff,5.0,0.0,5.0
dorfman,0.0,1.0,1.0
